"STAR_NUMBER":"STAR_NAME":"Distance":"Equivalent Temperature":"star mass":"Star Radius":"STAR LUMINOSITY":"Stellar Type"
751:"Dumassas":536,142:3706:0,6:0,87:0,21:"K-3-V"
698:"Detroit":452,956:NA:0,1:0,5:0,06:"M-3-V"
1310:"Kaus Media":80,461:2441:0,3:0,56:0,06:"M-8-V"
2939:"Colleen":1843,651:5308:1:1,14:1,32:"G-5-V"
2406:"Stein's Folly":256,243:3253:0,2:0,48:0,02:"M-3-V"
1627:"Matsuida":306,882:5763:0,9:1,12:1,4:"G-2-V"
1170:"Ictus":578,076:2823:0,3:0,69:0,05:"M-3-V"
2594:"Tsinan":319,063:2624:0,2:0,25:0,03:"M-4-V"
1453:"Landmark":434,219:2716:0,3:0,25:0,01:"M-5-V"
2692:"Vintru":197,41:3831:0,5:0,93:0,11:"K-6-V"
1972:"Palladix":475,111:4020:0,7:0,94:0,2:"K-2-V"
2672:"Verde":350,217:4509:0,5:0,89:0,1:"K-2-V"
2063:"Pressby":215,809:4612:0,6:0,92:0,46:"K-2-V"
2433:"Summer":51,54:4403:0,8:0,92:0,15:"K-1-V"
2522:"Teylingen":434,567:2508:0,3:0,26:0,03:"M-5-V"
1272:"Kabah":423,636:4070:0,6:NA:0,29:"K-5-V"
2143:"Rentz":578,851:5635:1:1,09:0,86:"G-4-V"
3071:"Nyamlell":1011,133:4530:0,7:0,7:0,43:"K-2-V"
1667:"Melissia":412,362:2527:0,1:0,22:0,04:"M-4-V"
2727:"Waunakee":317,772:2576:0,3:0,35:0,02:"M-5-V"
869:"Filtvelt":538,182:5380:0,8:1,12:0,9:"G-2-V"
1555:"Macksburg":439,435:2879:0,3:0,08:0,07:"M-4-V"
1822:"New Ceylon":458,232:3807:0,6:0,74:0,2:"K-6-V"
1926:"Ogilvie":303,593:4352:0,7:0,79:0,25:"K-2-V"
3014:"Rondane":625,241:NA:0,5:0,93:0,25:"K-3-V"
1282:"Kaldu":625,535:2542:0,1:0,12:0,01:"M-2-V"
1092:"Helvetica":616,942:2477:0,3:0,25:0,06:"M-3-V"
806:"Enif":517,167:5680:1:1,04:0,96:"G-2-V"
2117:"Ramsau":222,518:2428:0,4:0,1:0,06:"M-3-V"
1313:"Kawich":61,332:4378:0,8:0,79:0,46:"K-3-V"
2747:"Westerhand":276,138:4256:0,5:0,81:0,14:"K-5-V"
1351:"Killarney":450,86:2460:0,1:0,5:0,05:"M-5-V"
206:"Atzenbrugg":416,882:3702:0,6:NA:0,55:"K-5-V"
2874:"New Venice":556,301:3319:0,1:0,13:0,03:"M-0-V"
1559:"Madiun":402,121:3108:0,1:0,46:0,04:"M-0-V"
1593:"Manotick":395,844:2984:0,2:0,14:0,08:"M-1-V"
490:"Casere":352,437:2884:0,3:0,61:0,04:"M-4-V"
99:"Altdorf":353,928:4165:0,7:NA:0,32:"K-3-V"
575:"Colfax":238,058:3210:0,2:0,28:0,04:"M-3-V"
395:"Brisbane":427,829:2477:0,4:0,44:0,04:"M-5-V"
1262:"Joshua":638,782:5223:0,9:1,09:0,82:"G-2-V"
194:"Ashley":349,468:4460:0,6:0,84:0,28:"K-3-V"
2144:"Repulse":397,433:3026:0,3:0,61:0,06:"M-0-V"
70:"Algorab":115,66:2796:0,4:0,54:0,01:"M-1-V"
1517:"Loric":233,599:2736:0,4:0,13:0,07:"M-5-V"
2280:"Senorbi":376,698:2774:0,3:0,55:0,05:"M-0-V"
836:"Exedor":208,309:2794:0,4:0,64:0,08:"M-6-V"
2175:"Rosamond":181,753:2927:0,3:0,55:0,01:"M-3-V"
2022:"Pherkad":222,22:2800:0,4:0,07:0,04:"M-3-V"
641:"Cynthiana":76,673:3001:0,2:0,53:0,03:"M-4-V"
862:"Ferranil":418,481:2834:0,4:0,36:0,04:"M-4-V"
2185:"Royalston":262,551:2430:0,2:0,16:0,02:"M-3-V"
2876:"Pompey":536,788:4700:0,6:0,83:0,38:"K-2-V"
335:"Bjarred":475,666:3265:0,3:0,41:0,03:"M-3-V"
1176:"Ikast":301,63:4007:0,6:0,86:0,45:"K-2-V"
917:"Galatea":63,663:NA:0,3:0,14:0,01:"M-5-V"
2342:"Simpson Desert":289,177:5207:1:1,09:1,2:"G-4-V"
2132:"Reisling's Planet":193,365:2895:0,4:0,24:0,08:"M-3-V"
195:"Aspropirgos":398,767:2934:0,3:0,19:0,06:"M-2-V"
1809:"Nerum":665,532:2788:0,3:0,46:0,01:"M-5-V"
2811:"Zalt":706,871:2811:0,4:0,26:0,05:"M-2-V"
2736:"Wei":135,207:2843:0,4:0,14:0,02:"M-5-V"
1491:"Linden":782,786:3481:0,2:0,29:0,04:"M-1-V"
2464:"Taga":225,653:4139:0,5:0,78:0,16:"K-2-V"
1570:"Maladar":270,582:2601:0,4:0,14:0,07:"M-7-V"
2160:"Robinson":232,81:2951:0,4:0,12:0,03:"M-5-V"
421:"Butler":395,927:4725:0,6:0,72:0,38:"K-0-V"
518:"Chandler":212,535:3781:0,7:0,9:0,21:"K-7-V"
323:"Bicester":272,122:2636:0,2:0,63:0,07:"M-5-V"
1383:"Kochab":92,541:3070:0,4:0,38:0,03:"M-2-V"
1347:"Kigamboni":322,903:4156:0,7:NA:0,21:"K-5-V"
2219:"Saltural":256,829:2824:0,3:0,21:0,06:"M-5-V"
1520:"Lothair":429,578:2946:0,4:0,51:0,06:"M-3-V"
2025:"Pierce":462,658:2816:0,1:0,51:0,07:"M-3-V"
1516:"Lopez":332,545:2471:0,4:0,33:0,03:"M-4-V"
1873:"Ningxia":444,213:4505:0,5:0,82:0,19:"K-2-V"
3154:"Chaadan":508,714:3312:0,1:0,45:0,03:"M-1-V"
1002:"Green Stone":413,714:4016:0,6:0,72:0,51:"K-6-V"
844:"Fallon":371,02:4510:0,6:0,77:0,29:"K-4-V"
1795:"Namen":275,865:2680:0,4:0,49:0,05:"M-5-V"
416:"Buena":402,015:NA:0,2:0,63:0,07:"M-4-V"
2109:"Rahne":142,229:2517:0,3:0,08:0,07:"M-8-V"
255:"Banori":509,596:4146:0,5:0,76:0,48:"K-3-V"
887:"Flushing":205,833:3862:0,5:0,79:0,22:"K-2-V"
37:"Afleir":51,367:2730:0,3:0,57:0,02:"M-6-V"
1446:"Lambrecht":59,143:2997:0,2:0,43:0,03:"M-4-V"
654:"Damevang":351,525:4450:0,6:0,94:0,54:"K-2-V"
1096:"Here":469,486:2690:0,2:0,28:0,05:"M-5-V"
2871:"Marius's Tears":589,468:2584:0,3:0,53:0,04:"M-5-V"
972:"Goat Path":385,787:3121:0,1:0,51:0,04:"M-1-V"
576:"Colia":363,701:2427:0,4:0,64:0,05:"M-4-V"
2009:"Pentvar":328,657:2837:0,4:0,12:0,03:"M-4-V"
2096:"Quimberton":368,905:2571:0,3:0,37:0,04:"M-5-V"
789:"Elidere":290,068:2435:0,3:0,15:0,01:"M-0-V"
982:"Gorki":164,209:2652:0,2:0,68:0,05:"M-0-V"
1118:"Hobbs":353,259:2432:0,3:0,41:0,03:"M-3-V"
500:"Cebalrai":119,666:2499:NA:0,26:0,07:"M-8-V"
2733:"Wedderborg":479,88:5484:1:1,02:0,63:"G-2-V"
1103:"Hè-shì":359,722:2960:0,3:0,42:0,05:"M-4-V"
472:"Carcassonne":380,813:3188:0,3:0,23:0,03:"M-2-V"
2264:"Schuyler":386,845:3814:0,8:0,94:0,19:"K-7-V"
187:"Ascella":77,285:3924:0,5:0,72:0,12:"K-6-V"
3010:"Chaine Cluster":615,431:3320:0,2:0,69:0,02:"M-0-V"
426:"Cabanatuan":535,102:2456:0,3:0,69:0,06:"M-3-V"
1952:"Oshika":297,334:2742:0,3:0,4:0,01:"M-5-V"
2846:"Zortman":226,331:3064:0,4:0,34:0,06:"M-2-V"
921:"Galisteo":363,119:2573:0,4:0,58:0,06:"M-4-V"
2184:"Royal Foxx":441,428:5237:0,9:0,99:1,03:"G-2-V"
1751:"Montsegur":459,177:3719:0,7:0,7:0,19:"K-6-V"
2329:"Sidon":500,214:2881:0,3:0,63:0,01:"M-5-V"
2336:"Sileste":620,832:5284:0,8:0,99:1,27:"G-4-V"
2949:"Ironhold":1745,613:2449:0,4:0,18:0,06:"M-8-V"
439:"Caledea":356,012:2445:0,4:0,42:0,03:"M-3-V"
2552:"Tirabad":516,701:2605:0,1:0,08:0,03:"M-7-V"
1179:"Ilion":286,752:3298:0,1:0,18:0,07:"M-2-V"
2917:"Placida":504,699:3024:0,4:0,13:0,03:"M-4-V"
141:"Ankolika":310,039:3089:0,3:0,21:0,07:"M-4-V"
2860:"Baccalieu":525,243:5280:1:1,04:1,16:"G-5-V"
639:"Custozza":650,251:2432:NA:0,53:0,03:"M-5-V"
327:"Biloela":351,51:3312:0,3:0,4:0,05:"M-2-V"
735:"Dove":181,695:3126:0,3:0,48:0,04:"M-0-V"
2950:"Kirin":1837,467:2841:0,1:0,33:0,03:"M-3-V"
1578:"Manapire":304,311:5258:0,9:1,14:0,78:"G-4-V"
3036:"Transfer Facility 4":730,482:5260:0,9:0,99:0,69:"G-4-V"
2092:"Quemoy":157,885:2658:0,2:0,52:0,04:"M-5-V"
1159:"Hustaing":251,749:4004:0,7:0,8:0,45:"K-2-V"
561:"Circinus":394,259:2424:0,1:0,51:0,04:"M-3-V"
1685:"Mermentau":522,843:2695:NA:0,34:0,06:"M-1-V"
55:"Albion":318,584:4006:0,6:0,73:0,08:"K-7-V"
486:"Cartago":140,202:2896:0,1:0,38:0,02:"M-4-V"
939:"Garstedt":402,291:2428:0,2:0,56:0,03:"M-2-V"
1812:"New Abilene":456,224:2434:0,4:0,54:0,06:"M-7-V"
833:"Evciler":369,143:2528:0,1:0,62:0,02:"M-8-V"
2652:"Valmiera":230,514:2973:0,1:0,49:0,06:"M-3-V"
1694:"Miaplacidus":84,576:5395:1:1,02:0,88:"G-3-V"
1152:"Hun Ho":285,115:3902:0,7:0,85:0,56:"K-5-V"
2706:"Vulcan":327,355:3896:0,6:0,84:0,44:"K-6-V"
1964:"Ovan":208,056:2542:0,1:0,49:0,03:"M-2-V"
920:"Galedon":374,782:3051:0,4:0,31:0,03:"M-3-V"
2208:"Saiph":68,188:2634:0,3:0,27:0,04:"M-4-V"
2485:"Tantallon":488,941:2465:0,1:0,38:0,03:"M-3-V"
2927:"Úr Cruinne":472,184:5458:0,8:1,15:1,01:"G-2-V"
2090:"Quatre Belle":506,144:2777:0,2:0,28:0,03:"M-2-V"
581:"Columbine":353,98:3752:0,6:0,81:0,23:"K-7-V"
1008:"Grootfontein":143,209:4152:0,6:0,78:0,2:"K-5-V"
2426:"Styriania":600,957:2446:0,4:0,1:0,05:"M-6-V"
403:"Bromhead":409,885:2451:0,3:0,58:0,06:"M-5-V"
1021:"Gurnet":249,28:4075:0,7:0,88:0,33:"K-3-V"
2174:"Ronel":95,676:2658:0,4:0,09:0,02:"M-2-V"
2799:"Yidtall":480,298:3756:0,5:0,73:0,25:"K-5-V"
880:"Flaum":453,727:2588:0,2:0,32:0,05:"M-7-V"
1814:"New Aragon":112,307:2734:0,2:0,39:0,02:"M-5-V"
1706:"Millungera":291,661:3995:0,8:0,74:0,49:"K-2-V"
2385:"Spica":255,008:2723:0,2:0,31:0,03:"M-3-V"
2925:"The Rock":507,196:2790:0,4:0,56:0,04:"M-4-V"
916:"Gahral":213,84:4086:0,7:0,7:0,16:"K-2-V"
2292:"Shardayne":247,162:2618:0,2:0,55:0,02:"M-5-V"
364:"Booker":429,513:2735:0,4:0,31:0,04:"M-4-V"
2807:"Yunnah":129,872:3176:0,2:0,69:0,01:"M-0-V"
473:"Cardff":377,921:3821:0,7:0,72:0,15:"K-7-V"
1129:"Home":323,295:4014:0,5:0,88:0,35:"K-7-V"
529:"Chebanse":247,557:5458:0,9:1,09:1,13:"G-3-V"
1537:"Lushann":471,15:3121:0,2:0,69:0,03:"M-3-V"
3162:"Peratallada":524,828:2493:0,2:0,35:0,03:"M-7-V"
2675:"Vereeniging":448,35:5628:0,8:1:1,3:"G-2-V"
1717:"Miquelon":414,989:5225:1:0,97:1,33:"G-5-V"
336:"Bjornlunda":174,059:2772:0,3:0,6:0,04:"M-0-V"
2503:"Tazaraki":319,649:4806:0,7:0,75:0,52:"K-0-V"
3142:"Fable":272,819:4301:0,7:0,8:0,27:"K-2-V"
344:"Blommestein":758,27:2467:0,1:NA:0,07:"M-8-V"
1953:"Osmus Saar":229,279:4613:0,7:0,85:0,14:"K-3-V"
807:"Enkoping":171,594:3143:0,3:0,6:0,08:"M-3-V"
537:"Chiavenna":390,641:2640:0,2:0,43:0,07:"M-1-V"
453:"Camlann":279,953:4186:0,5:0,7:0,09:"K-5-V"
1116:"Hirtshals":605,101:2983:0,1:0,58:0,04:"M-2-V"
586:"Connaught":67,654:3995:0,5:0,8:0,49:"K-6-V"
669:"Dayr Khuna":227,065:2683:0,4:0,58:0,07:"M-3-V"
3112:"Horgens":1209,767:2892:0,3:0,18:0,06:"M-4-V"
1141:"Howick":466,878:3365:0,1:0,12:0,07:"M-2-V"
2877:"Stafford":522,429:3308:0,4:NA:0,02:"M-1-V"
2994:"Greifswald":945,901:3103:0,2:0,38:0,06:"M-2-V"
2834:"Zertarum":479,723:3775:0,6:0,9:0,3:"K-3-V"
1410:"Krakatau":349,279:5310:1:1,05:0,98:"G-2-V"
1113:"Hinckley":463,02:5699:0,9:1,12:1,35:"G-2-V"
103:"Althea's Choice":510,154:5371:0,8:1,14:0,71:"G-5-V"
263:"Bartrock":608,951:2428:0,2:0,3:0,01:"M-1-V"
2116:"Ramora":501,188:4113:0,6:0,71:0,43:"K-5-V"
2682:"Vicente":454,397:4188:0,5:0,86:0,35:"K-5-V"
1859:"New Wessex":114,107:4491:0,7:0,8:0,27:"K-3-V"
1245:"Jenet":318,161:2878:0,4:0,22:0,07:"M-5-V"
3077:"Beta Salandor":1334,29:3561:0,4:0,19:0,03:"M-0-V"
1203:"Inner Surge":571,188:3812:0,5:0,89:0,11:"K-7-V"
179:"Armington":518,984:2696:0,2:0,23:0,02:"M-5-V"
2465:"Tainjin":456,103:4299:0,7:0,88:0,49:"K-3-V"
3134:"Fylovar":672,878:2822:0,2:0,47:0,04:"M-3-V"
3159:"Ahlat":548,611:2927:0,1:0,64:0,04:"M-4-V"
622:"Crestoblus":463,634:3962:0,6:0,77:0,22:"K-5-V"
2749:"Westfield":259,004:2470:0,2:0,15:0,05:"M-5-V"
269:"Bass":415,671:2404:0,3:0,42:0,05:"M-2-V"
1944:"Orbisonia":215,934:3575:0,1:0,43:0,07:"M-0-V"
3172:"Khanquest":1223,448:2600:0,3:0,08:0,05:"M-3-V"
514:"Chakachamna":350,362:2631:0,4:0,21:0,05:"M-7-V"
1576:"Malibu":404,844:4949:0,6:0,92:0,5:"K-0-V"
1989:"Parma":363,588:5669:0,9:1,06:0,85:"G-2-V"
1365:"Kiruna":430,026:2561:0,2:0,15:0,03:"M-2-V"
1080:"Heiligendreuz":277,852:3921:0,8:0,93:0,21:"K-5-V"
2422:"Streator":265,155:2811:0,1:0,24:0,01:"M-3-V"
1376:"Kleinwelt":539,674:5432:1:1:1,01:"G-2-V"
551:"Chota":187,91:2719:0,1:0,5:0,05:"M-5-V"
2575:"Trasjkis":474,851:3858:0,6:0,89:0,31:"K-3-V"
1251:"Jezersko":380,237:4334:0,5:0,85:0,24:"K-5-V"
2126:"Redfield":254,73:2421:0,2:0,41:0,01:"M-8-V"
2130:"Reinbak":534,192:2746:0,2:0,59:0,05:"M-1-V"
2156:"Rijeka":352,036:3848:0,6:0,9:0,25:"K-6-V"
3066:"Kapoeta":1029,174:2945:0,1:0,19:0,07:"M-4-V"
1428:"Kuzuu":70,486:3726:0,6:0,81:0,28:"K-7-V"
3151:"Bellerophon":468,476:4064:0,7:0,8:0,25:"K-6-V"
1134:"Hoonaar":531,413:NA:0,4:0,12:0,03:"M-4-V"
3030:"St. Jean":1163,98:3268:0,2:0,3:0,01:"M-0-V"
831:"Eutin":268,678:2771:0,2:0,51:0,08:"M-6-V"
1087:"Helland":546,974:2824:0,2:0,58:0,05:"M-4-V"
2998:"Köln":1009,557:2913:0,4:0,09:0,05:"M-2-V"
2254:"Sax":374,603:2552:0,3:0,4:0,01:"M-6-V"
1595:"Mansu-ri":271,308:3044:0,3:0,66:0,03:"M-4-V"
2483:"Tania Borealis":118,974:3770:0,7:0,76:0,27:"K-7-V"
2456:"Symsonia":496,055:2915:0,2:0,16:0,01:"M-4-V"
1018:"Gulkana":395,82:5462:1:1,04:1,12:"G-5-V"
1458:"Larned":295,318:2741:0,4:0,36:0,05:"M-2-V"
2128:"Reese Station":338,807:3857:0,6:0,94:0,39:"K-2-V"
1285:"Kamarod":499,804:2625:0,4:0,08:0,05:"M-4-V"
2332:"Sighisoara":385,029:2441:0,4:0,49:0,05:"M-4-V"
1258:"Jonathan":137,034:2522:0,2:0,14:0,01:"M-3-V"
478:"Carmelita":786,3:2802:0,3:0,56:0,05:"M-5-V"
2071:"Prix":330,533:3776:0,7:0,81:0,56:"K-6-V"
1804:"Necromo":214,715:2954:0,3:0,53:0,04:"M-3-V"
3032:"Star Cluster P12":1309,703:2662:0,4:0,64:0,02:"M-3-V"
2476:"Tamsalu":234,775:2952:0,3:0,42:0,06:"M-2-V"
2150:"Rhodos":222,587:2958:0,2:0,15:0,06:"M-1-V"
1391:"Kolovraty":443,485:4013:0,7:0,87:0,24:"K-7-V"
1290:"Kannon":125,012:2799:0,2:0,69:0,07:"M-1-V"
221:"Avon":292,275:2572:0,3:0,15:0,02:"M-0-V"
866:"Fianna":142,939:3616:0,4:0,44:0,06:"M-0-V"
1314:"Kazanka":500,459:2431:0,1:0,53:0,03:"M-1-V"
1094:"Herat":272,99:2805:0,1:0,44:0,01:"M-5-V"
950:"Gibbs":255,686:2516:0,1:0,49:0,05:"M-8-V"
2809:"Zacatecoluca":443,085:2683:0,3:0,11:0,04:"M-7-V"
17:"Achilles":139,519:5349:0,8:1,06:1,29:"G-2-V"
3100:"Hibernia":992,235:3961:0,8:0,86:0,5:"K-6-V"
722:"Dirk's Gulf":271,335:2663:0,1:0,38:0,05:"M-2-V"
138:"Anguilla":419,341:3068:0,3:0,21:0,02:"M-4-V"
31:"Adherlwin":439,696:5354:1:1,05:0,92:"G-4-V"
3056:"Landrum":1265,21:4090:0,7:0,82:0,4:"K-3-V"
1216:"Islamabad":409,89:3288:0,3:0,56:0,03:"M-2-V"
3065:"Illizi":1037,204:3019:0,4:0,17:0,05:"M-2-V"
2397:"Stantsiya":393,387:2713:0,4:0,21:0,05:"M-3-V"
461:"Canonbie":139,28:2740:0,3:NA:0,06:"M-4-V"
1126:"Holmsbu":445,66:2976:0,2:0,49:0,06:"M-3-V"
665:"Darwendale":407,791:2917:0,3:0,43:0,07:"M-5-V"
515:"Chalouba":311,958:3547:0,2:0,07:0,01:"M-1-V"
3046:"Brundams":1928,754:2854:0,1:0,57:0,01:"M-5-V"
517:"Champadanga":438,825:2753:0,3:NA:0,06:"M-2-V"
1528:"Lucerne":232,193:4836:0,6:0,84:0,53:"K-2-V"
1640:"McAlister":411,138:2646:0,1:0,68:0,07:"M-5-V"
753:"Dunkerque":336,109:2906:0,1:0,47:0,02:"M-3-V"
1257:"Johnsondale":162,424:5444:0,8:1,02:1,06:"G-4-V"
1023:"Gustrell":471,382:3711:0,7:0,79:0,12:"K-7-V"
1487:"Lhasa":188,792:3756:0,6:0,84:0,44:"K-7-V"
1821:"New Capetown":362,678:3714:0,8:NA:0,4:"K-6-V"
47:"Akfata":420,516:5581:0,8:1,09:1,22:"G-2-V"
3158:"Sacromonte":462,34:2818:0,2:0,61:0,01:"M-3-V"
2700:"Volders":292,777:2449:0,2:0,31:0,03:"M-3-V"
525:"Chateau":402,634:2639:0,3:0,13:0,05:"M-7-V"
2564:"Tongatapu":222,053:2402:0,1:0,55:0,08:"M-3-V"
1028:"Haddings":46,185:2509:0,3:0,52:0,03:"M-8-V"
572:"Colchester":305,568:2408:0,2:0,23:0,04:"M-3-V"
1917:"Obrenovac":384,352:3098:0,3:0,26:0,04:"M-2-V"
896:"Fortymile":288,82:2761:0,4:0,15:0,01:"M-5-V"
868:"Fiery Plains":553,003:3847:0,7:0,95:0,54:"K-3-V"
1415:"Krin":221,404:4177:0,7:0,72:0,31:"K-6-V"
1589:"Manihiki":266,902:4604:0,7:0,8:0,4:"K-3-V"
2945:"Hector":1776,214:2856:NA:0,26:0,08:"M-2-V"
1124:"Hollabrunn":210,99:2780:0,3:0,09:0,01:"M-5-V"
776:"Eigerland":602,061:2448:0,3:0,25:0,07:"M-1-V"
1230:"Jaipur":330,667:NA:0,3:0,52:0,03:"M-0-V"
3052:"Heidrunn":1897,849:4012:0,8:0,71:0,12:"K-5-V"
1461:"Last Chance":503,18:2628:0,2:0,37:0,02:"M-3-V"
2066:"Preston":234,936:4447:0,8:0,77:0,5:"K-1-V"
1616:"Marlowe's Rift":250,609:2596:0,2:0,1:0,04:"M-7-V"
2543:"Tiflis":404,578:2416:0,4:0,34:0,04:"M-2-V"
603:"Coromodir":475,527:5339:1:1,15:1,33:"G-5-V"
1371:"Kiyev":193,019:2988:0,1:0,7:0,04:"M-2-V"
1907:"Nukus":320,607:2720:0,1:0,51:0,04:"M-2-V"
1507:"Logandale":147,645:3609:0,2:0,51:0,06:"M-0-V"
1775:"Murmansk":389,875:NA:0,1:0,46:0,05:"M-1-V"
171:"Argyle":277,741:2409:0,3:0,14:0,07:"M-3-V"
185:"Arundel":607,453:2823:0,4:0,61:0,07:"M-5-V"
387:"Bremen":580,875:2641:0,2:0,32:0,05:"M-5-V"
2536:"Thraxa":496,608:2491:0,4:0,37:0,05:"M-8-V"
1042:"Halloran":106,047:2441:0,3:0,51:0,03:"M-2-V"
68:"Algedi":115,663:2831:0,3:0,28:0,08:"M-3-V"
1939:"Oliver":32,57:3080:0,2:0,57:0,02:"M-2-V"
717:"Dijonne":537,835:3775:0,6:0,89:0,58:"K-5-V"
946:"Gettorf":577,169:2596:0,4:0,57:0,02:"M-1-V"
1949:"Orkney":239,9:2409:0,4:0,25:0,03:"M-3-V"
1529:"Lucianca":189,926:2521:0,3:0,23:0,05:"M-6-V"
3078:"Drachenfeld":1187,328:2614:0,2:0,41:0,05:"M-5-V"
1022:"Gurrnazovo":487,04:5242:0,9:1,04:1,22:"G-4-V"
161:"Aquavita":302,529:2501:0,1:0,51:0,01:"M-6-V"
2205:"Safe Port":316,904:4101:0,7:0,82:0,39:"K-3-V"
1959:"Ouagadougou":467,298:2724:0,2:0,18:0,02:"M-3-V"
2708:"Waddesdon":134,832:4554:0,6:0,96:0,29:"K-0-V"
1289:"Kandis":322,107:5703:0,9:0,99:1,26:"G-2-V"
1915:"Nykvarn":407,808:2566:NA:0,51:0,02:"M-5-V"
619:"Cree":311,687:2809:0,3:0,19:0,02:"M-3-V"
3125:"Star Cluster 889":1728,166:3594:0,4:0,15:0,04:"M-0-V"
629:"Cryfder":517,129:2505:0,2:0,21:0,08:"M-4-V"
1765:"Mosiro":288,201:4156:0,5:0,93:0,37:"K-3-V"
976:"Golandrinas":430,955:2497:0,2:0,32:0,06:"M-4-V"
1798:"Narellan":305,878:5590:0,9:1,03:1,49:"G-4-V"
731:"Donegal":242,166:3116:0,1:0,6:0,03:"M-1-V"
244:"Ballad":537,639:2877:0,2:0,54:0,07:"M-0-V"
112:"Ambatomainty":722,916:4503:0,6:0,71:0,39:"K-2-V"
1050:"Hanover":400,763:4633:0,5:0,84:0,54:"K-2-V"
1335:"Kessel":84,732:3829:0,7:0,96:0,13:"K-7-V"
1625:"Matheran":182,637:5348:0,9:1,03:1,1:"G-5-V"
1515:"Loparri":542,601:3075:0,4:0,3:0,03:"M-0-V"
1178:"Ildlandet":401,226:2619:0,3:0,3:0,03:"M-0-V"
804:"Engadin":337,095:4027:0,8:0,82:0,34:"K-7-V"
1897:"Nouasseur":438,41:2701:0,1:0,15:0,01:"M-2-V"
3123:"Star Cluster 1108":1962,697:4658:0,7:0,86:0,08:"K-3-V"
2847:"Zosma":51,222:NA:0,3:0,4:0,04:"M-2-V"
2992:"Gateway":965,99:4439:NA:0,75:0,35:"K-3-V"
2915:"Orkney":550,436:2661:0,3:0,21:0,01:"M-4-V"
2725:"Washburn":186,768:2856:0,3:0,58:0,04:"M-5-V"
2556:"Tiskilwa":232,043:2642:0,2:0,36:0,01:"M-6-V"
764:"Early Dawn":438,543:4568:0,8:0,78:0,5:"K-3-V"
1621:"Masterson":185,794:3207:0,2:0,52:0,01:"M-3-V"
2802:"Yorii":22,621:4815:0,8:0,86:0,33:"K-2-V"
908:"Fukuroi":173,854:3231:0,4:0,22:0,01:"M-3-V"
468:"Capra":356,451:2913:0,2:0,35:0,01:"M-1-V"
59:"Aldebaran":69,028:2587:0,1:0,56:0,03:"M-2-V"
2026:"Pietermaritzburg":347,665:2611:0,2:0,56:0,05:"M-5-V"
744:"Drozan":371,261:5290:0,8:1,11:1,33:"G-4-V"
438:"Caldwell":465,142:2893:NA:0,35:0,06:"M-2-V"
996:"Gravenhage":523,765:2727:0,2:0,46:0,05:"M-3-V"
2500:"Taurus":435,328:2726:0,2:0,23:0,02:"M-3-V"
324:"Biegga":426,852:3124:0,4:0,23:0,02:"M-1-V"
3167:"Fell Wind":1301,092:4280:0,6:0,83:0,13:"K-5-V"
1190:"Ina":438,829:NA:0,3:0,23:0,04:"M-3-V"
1423:"Kupang":563,943:3839:0,5:NA:0,32:"K-2-V"
3084:"Richmond's World":896,575:2818:0,2:NA:0,07:"M-2-V"
1168:"Ichlangis":413,894:2678:0,1:0,21:0,07:"M-3-V"
164:"Arcadia":268,762:2731:0,3:0,56:0,07:"M-6-V"
2910:"Manaringaine":518,937:5449:1:1,12:0,89:"G-4-V"
124:"Anaheim":432,199:2796:0,3:0,64:0,06:"M-1-V"
2952:"Lum":1757,919:2461:0,1:0,41:0,04:"M-1-V"
303:"Bensinger":462,834:2773:0,1:0,34:0,01:"M-5-V"
2833:"Zempoatlepetl":253,688:4170:0,5:0,83:0,45:"K-3-V"
1828:"New Florence":91,356:NA:0,4:0,62:0,02:"M-2-V"
1701:"Midway":320,287:4240:0,7:0,7:0,4:"K-1-V"
1227:"Jacobabad":496,67:3659:0,2:0,37:0,02:"M-0-V"
1797:"Nara":416,671:5228:0,9:1,09:1:"G-2-V"
960:"Giverny":628,863:3386:0,4:0,39:0,08:"M-1-V"
1244:"Jeju":491,423:2961:0,1:0,61:0,03:"M-5-V"
805:"Engadine":499,328:2886:0,4:0,18:0,02:"M-5-V"
2526:"Tharkad":261,541:2789:0,1:0,47:0,04:"M-2-V"
144:"Annwyn":305,615:4075:0,7:0,86:0,48:"K-2-V"
875:"Firenze":423,608:3152:0,2:0,43:0,03:"M-0-V"
2721:"Warlock":284,393:5615:0,9:1,06:1,42:"G-2-V"
1174:"Igualada":311,943:2780:0,2:0,52:0,06:"M-5-V"
428:"Cadiz":192,656:2530:0,4:0,47:0,02:"M-3-V"
1299:"Karston":277,256:2610:0,3:0,68:0,05:"M-5-V"
999:"Great Gorge":560,312:4686:0,5:0,74:0,23:"K-1-V"
1114:"Hindmarsh":334,723:4700:0,6:0,76:0,16:"K-0-V"
1729:"Miyazaki":77,149:2696:0,2:0,58:0,01:"M-5-V"
2201:"Sackville":411,845:4009:0,7:0,82:0,25:"K-7-V"
367:"Borden":374,284:2546:0,3:0,29:0,05:"M-5-V"
2639:"Uzhgorod":221,412:2613:0,4:0,49:0,06:"M-6-V"
2087:"Qualip":202,732:4112:0,6:0,82:0,37:"K-2-V"
1239:"Jászberény":177,276:2900:0,3:0,28:0,06:"M-2-V"
2858:"Alphard":504,075:2535:0,2:0,51:0,07:"M-8-V"
2890:"Charleston":565,271:2438:0,4:0,16:0,02:"M-1-V"
